begin,end,distance,angle,xcoord,ycoord,thick_norm,means,sds
6495870.83159939,6511758.35873335,265,317.668246928606,545964.711291234,6497454.8311314,1.0,1415.07,81.35013890584331
6495870.83159939,6511758.35873335,515,317.577661488021,545796.226990274,6497639.52818557,0.9999791489131946,1415.07,81.35013890584331
6495870.83159939,6511758.35873335,765,317.577661487661,545627.579428842,6497824.07628234,0.99989253922109,1415.07,81.35013890584331
6495870.83159939,6511758.35873335,1015,311.37548622181,545450.353378155,6497999.91037078,0.999728895248404,1415.07,81.35013890584331
6495870.83159939,6511758.35873335,1265,311.37548622181,545262.754892976,6498165.15808894,0.9998296606860617,1415.07,81.35013890584331
6495870.83159939,6511758.35873335,1515,311.375486217406,545075.156407797,6498330.4058071,0.9999315764979717,1415.07,81.35013890584331
6495870.83159939,6511758.35873335,1765,311.375486217406,544887.557922615,6498495.65352526,0.9995318132584576,1415.07,81.35013890584331
6495870.83159939,6511758.35873335,2015,304.42605979299,544694.315587733,6498653.92793245,0.9996007277929322,1415.07,81.35013890584331
6495870.83159939,6511758.35873335,2265,304.426059793431,544488.101475364,6498795.26349012,0.999393272953622,1415.07,81.35013890584331
6495870.83159939,6511758.35873335,2515,304.426059788589,544281.887362996,6498936.59904778,0.9998087345459834,1434.63,96.95541810543648
6495870.83159939,6511758.35873335,2765,304.426059793431,544075.673250623,6499077.93460544,0.9996409047953673,1407.86,76.71844888942945
6495870.83159939,6511758.35873335,3015,308.01207843744294,543875.589246613,6499227.72150662,0.9999305504658833,1422.23,71.78061785746903
6495870.83159939,6511758.35873335,3265,308.012078442017,543678.619009259,6499381.67840187,0.999968267816626,1413.33,66.21058148060627
6495870.83159939,6511758.35873335,3515,313.445720379234,543482.295066157,6499536.38591736,0.9999727975698999,1406.0,65.85271444671055
6495870.83159939,6511758.35873335,3765,314.407477600207,543302.6578443592,6499710.2433927,0.9998379171517703,1392.6,69.12582730065515
6495870.83159939,6511758.35873335,4015,314.407477600627,543124.062504013,6499885.18253757,1.0,1348.57,58.108046774951916
6495870.83159939,6511758.35873335,4265,314.407477600627,542945.4671636729,6500060.12168244,1.0,1313.71,63.12151693360989
6495870.83159939,6511758.35873335,4515,319.297083786636,542773.629507912,6500241.40436506,0.9997959984945605,1283.55,58.325530430507015
6495870.83159939,6511758.35873335,4765,319.297083786743,542610.595260381,6500430.92965132,0.9997170256496772,1245.66,54.87772225593916
6495870.83159939,6511758.35873335,5015,319.297083786636,542447.561012849,6500620.45493758,0.9997434024034809,1234.29,57.263303257845685
6495870.83159939,6511758.35873335,5265,319.29708378704,542284.526765317,6500809.98022384,0.9998639144232766,1226.35,50.86931786450453
6495870.83159939,6511758.35873335,5515,319.297083786636,542121.492517786,6500999.5055101,0.9996546575117552,1237.81,57.37659714552615
6495870.83159939,6511758.35873335,5765,319.297083786636,541958.4582702529,6501189.03079636,0.9997908400856478,1259.99,55.677552927548824
6495870.83159939,6511758.35873335,6015,319.297083786636,541795.424022722,6501378.55608262,0.9999460828321478,1315.45,58.64816706428258
6495870.83159939,6511758.35873335,6265,319.297083790464,541632.389775188,6501568.08136888,0.9998644598829449,1344.03,70.52069979800257
6495870.83159939,6511758.35873335,6515,337.605568463006,541473.170898264,6501760.16352535,0.9999144585589447,1381.19,73.57644935711426
6495870.83159939,6511758.35873335,6765,339.568810409759,541379.862632395,6501992.06883987,0.9998132136131979,1404.84,73.31271649584401
6495870.83159939,6511758.35873335,7015,351.327838009648,541334.4480597529,6502237.20684273,0.9987906548475195,1438.13,77.58809895853874
6495870.83159939,6511758.35873335,7265,351.327838009582,541296.752927776,6502484.34865834,0.9985694780942755,1452.42,72.42060204113191
6495870.83159939,6511758.35873335,7515,3.2334612179766,541293.231264063,6502733.64756748,0.9949481881206893,1435.89,69.80614514496557
6495870.83159939,6511758.35873335,7765,3.23346121744385,541307.332412377,6502983.2495659,0.9914593267675638,1427.77,76.35009561225185
6495870.83159939,6511758.35873335,8015,3.51525802145483,541321.490555408,6503232.84820381,0.977773276155616,1380.05,70.20945449154266
6495870.83159939,6511758.35873335,8265,5.65585143967888,541342.837564731,6503481.8951265,0.9834198909241758,1328.61,76.5494474179925
6495870.83159939,6511758.35873335,8515,5.65585144024357,541367.475812846,6503730.67807755,0.9879774313382399,1272.27,60.97308504578065
6495870.83159939,6511758.35873335,8765,5.65585143913408,541392.114060962,6503979.46102859,0.9936540865135935,1221.01,50.55956783834292
6495870.83159939,6511758.35873335,9015,16.5070648520535,541453.777493046,6504221.18966553,0.9961618271594211,1214.31,60.9673182943124
6495870.83159939,6511758.35873335,9265,16.5070648522051,541524.810885483,6504460.8858423,0.9986437536731034,1184.75,50.74137857804023
6495870.83159939,6511758.35873335,9515,28.5029266893917,541598.124851179,6504699.63714172,0.999585451800331,1171.4,44.27708210801611
6495870.83159939,6511758.35873335,9765,35.0169209127849,541733.174038827,6504909.5862253,0.9991753566795578,1175.05,47.57654359030298
6495870.83159939,6511758.35873335,10015,35.0169209165901,541876.628620822,6505114.33187948,0.9994751882730533,1174.16,49.175140060807145
6495870.83159939,6511758.35873335,10265,35.0169209161531,542020.083202819,6505319.077533649,0.9991286476898422,1201.83,51.14157897445092
6495870.83159939,6511758.35873335,10515,35.0169209161531,542163.537784816,6505523.82318783,0.9995170524796022,1234.81,61.383009864293875
6495870.83159939,6511758.35873335,10765,35.4978665836545,542307.4241944329,6505728.263572849,0.9999135744855994,1261.81,67.88765646271787
6495870.83159939,6511758.35873335,11015,38.901394282636495,542462.670467463,6505924.14825655,0.9997671680038268,1295.98,72.38051947865532
6495870.83159939,6511758.35873335,11265,38.9013942831037,542619.665966427,6506118.705223289,0.9997025223772931,1311.1,66.57649735454697
6495870.83159939,6511758.35873335,11515,38.9013942831037,542776.66146539,6506313.26219002,0.9998670645215539,1343.41,77.7880575666985
6495870.83159939,6511758.35873335,11765,38.9013942831037,542933.656964354,6506507.81915676,1.0,1343.12,74.90611190016473
6495870.83159939,6511758.35873335,12015,38.9013942831037,543090.652463318,6506702.37612349,0.9995887873593481,1351.95,66.20383297060677
6495870.83159939,6511758.35873335,12265,38.9013942826884,543247.647962282,6506896.93309023,0.9999711349813809,1361.95,83.18658245173917
6495870.83159939,6511758.35873335,12515,38.9013942826884,543404.643461246,6507091.49005696,0.9998263128136032,1376.04,71.04898591816776
6495870.83159939,6511758.35873335,12765,38.9013942831037,543561.63896021,6507286.0470237,1.0,1378.62,62.216039732531996
6495870.83159939,6511758.35873335,13015,38.9013942827686,543718.6344591752,6507480.60399043,1.0,1403.89,71.26989476630368
6495870.83159939,6511758.35873335,13265,38.9013942789505,543875.62995814,6507675.16095716,0.9999847473251532,1399.53,67.12904810884778
6495870.83159939,6511758.35873335,13515,32.4856027893517,544020.730204606,6507878.37913459,0.9998689265576487,1407.48,62.51311542388526
6495870.83159939,6511758.35873335,13765,32.4856027925042,544155.002120878,6508089.26074237,1.0,1419.31,65.32758911822785
6495870.83159939,6511758.35873335,14015,32.4856027925042,544289.2740371489,6508300.14235015,0.9999660047656366,1400.89,66.90155379361529
6495870.83159939,6511758.35873335,14265,32.4856027922739,544423.545953424,6508511.02395793,0.9999986489786855,1391.85,70.16072619350514
