begin,end,distance,angle,xcoord,ycoord,thick_norm,means,sds
6495870.83159939,6511758.35873335,13515,32.4856027893517,544020.730204606,6507878.37913459,0.9917298248882152,1510.58,67.28598368159598
6495870.83159939,6511758.35873335,13765,32.4856027925042,544155.002120878,6508089.26074237,1.0,1502.97,68.72022336983487
6495870.83159939,6511758.35873335,14015,32.4856027925042,544289.2740371489,6508300.14235015,0.997855045720104,1494.6,62.35206492170087
6495870.83159939,6511758.35873335,14265,32.4856027922739,544423.545953424,6508511.02395793,0.9999147563179069,1483.36,66.74856103317883
6495870.83159939,6511758.35873335,14515,32.4856027930106,544557.817869695,6508721.90556571,1.0,1466.51,64.08018336428198
6495870.83159939,6511758.35873335,14765,32.4856027894079,544692.089785968,6508932.78717349,0.9795782137891892,1459.09,82.09861082868576
6495870.83159939,6511758.35873335,15015,32.4856027925605,544826.361702242,6509143.66878127,1.0,1454.93,69.07231789943059
6495870.83159939,6511758.35873335,15265,32.4856027925042,544960.633618513,6509354.55038906,1.0,1457.97,71.96908433487256
6495870.83159939,6511758.35873335,15515,32.4856027922176,545094.905534784,6509565.43199684,0.9850466579654482,1447.47,83.40545006173159
6495870.83159939,6511758.35873335,15765,32.4856027925042,545229.17745106,6509776.31360462,0.993278799050048,1454.6,92.43397643723871
6495870.83159939,6511758.35873335,16015,34.2578252642406,545368.535972123,6509983.85264433,1.0,1466.29,71.30109325950058
6495870.83159939,6511758.35873335,16265,34.2578252642406,545509.265425939,6510190.48086319,0.9874692568534646,1466.29,71.30109325950058
6495870.83159939,6511758.35873335,16515,34.2578252642406,545649.994879755,6510397.10908205,1.0,1466.29,71.30109325950058
6495870.83159939,6511758.35873335,16765,34.2578252612369,545790.724333573,6510603.7373009,1.0,1466.29,71.30109325950058
6495870.83159939,6511758.35873335,17015,41.9175970570462,545943.691937175,6510800.80778821,0.9964961472975444,1466.29,71.30109325950058
6495870.83159939,6511758.35873335,17265,41.9175970609675,546110.707217638,6510986.83438871,0.9936559406048269,1466.29,71.30109325950058
6495870.83159939,6511758.35873335,17515,41.9175970570462,546277.722498099,6511172.8609892,1.0,1466.29,71.30109325950058
6495870.83159939,6511758.35873335,17765,41.9175970574929,546444.737778558,6511358.8875897,1.0,1466.29,71.30109325950058
6495870.83159939,6511758.35873335,18015,41.9175970574929,546611.753059018,6511544.9141902,0.9752090016142592,1466.29,71.30109325950058
6495870.83159939,6511758.35873335,18265,41.9175970610172,546778.76833948,6511730.9407907,0.9770083303948778,1466.29,71.30109325950058
6495870.83159939,6511758.35873335,18515,39.97439624932431,546940.323509324,6511921.70476509,0.9057846524207138,1466.29,71.30109325950058
