begin,end,distance,angle,xcoord,ycoord,thick_norm,means,sds
6495870.83159939,6511758.35873335,265,317.668246928606,545964.711291234,6497454.8311314,1.0,1343.76,58.332344372569146
6495870.83159939,6511758.35873335,515,317.577661488021,545796.226990274,6497639.52818557,0.9986843853639715,1343.76,58.332344372569146
6495870.83159939,6511758.35873335,765,317.577661487661,545627.579428842,6497824.07628234,0.9932196832303154,1343.76,58.332344372569146
6495870.83159939,6511758.35873335,1015,311.37548622181,545450.353378155,6497999.91037078,0.9828944465857068,1343.76,58.332344372569146
6495870.83159939,6511758.35873335,1265,311.37548622181,545262.754892976,6498165.15808894,0.9892523158816922,1343.76,58.332344372569146
6495870.83159939,6511758.35873335,1515,311.375486217406,545075.156407797,6498330.4058071,0.9956827688860187,1343.76,58.332344372569146
6495870.83159939,6511758.35873335,1765,311.375486217406,544887.557922615,6498495.65352526,0.9704594136835589,1343.76,58.332344372569146
6495870.83159939,6511758.35873335,2015,304.42605979299,544694.315587733,6498653.92793245,0.9748076268503775,1343.76,58.332344372569146
6495870.83159939,6511758.35873335,2265,304.426059793431,544488.101475364,6498795.26349012,0.9617181113993049,1343.76,58.332344372569146
6495870.83159939,6511758.35873335,2515,304.426059788589,544281.887362996,6498936.59904778,0.9879319657042882,1347.5,62.114652055694556
6495870.83159939,6511758.35873335,2765,304.426059793431,544075.673250623,6499077.93460544,0.9773426243269329,1341.17,42.106069633723834
6495870.83159939,6511758.35873335,3015,308.01207843744294,543875.589246613,6499227.72150662,0.9956180306378368,1343.13,38.06695548635325
6495870.83159939,6511758.35873335,3265,308.012078442017,543678.619009259,6499381.67840187,0.9979978345843727,1344.91,58.91690674161365
6495870.83159939,6511758.35873335,3515,313.445720379234,543482.295066157,6499536.38591736,0.9982836426940628,1335.4,54.25808695484941
6495870.83159939,6511758.35873335,3765,314.407477600207,543302.6578443592,6499710.2433927,0.9897732636495199,1321.38,51.95667040910147
6495870.83159939,6511758.35873335,4015,314.407477600627,543124.062504013,6499885.18253757,1.0,1292.83,44.93285101125901
6495870.83159939,6511758.35873335,4265,314.407477600627,542945.4671636729,6500060.12168244,1.0,1255.8,50.24082005700146
6495870.83159939,6511758.35873335,4515,319.297083786636,542773.629507912,6500241.40436506,0.9871283751857887,1245.89,43.73806008501063
6495870.83159939,6511758.35873335,4765,319.297083786743,542610.595260381,6500430.92965132,0.9821455255364329,1225.38,35.13880476054927
6495870.83159939,6511758.35873335,5015,319.297083786636,542447.561012849,6500620.45493758,0.9838097861900333,1217.27,41.301780833276425
6495870.83159939,6511758.35873335,5265,319.29708378704,542284.526765317,6500809.98022384,0.9914135805888543,1215.54,34.53879557830585
6495870.83159939,6511758.35873335,5515,319.297083786636,542121.492517786,6500999.5055101,0.9782103620680902,1230.39,36.798884493962575
6495870.83159939,6511758.35873335,5765,319.297083786636,541958.4582702529,6501189.03079636,0.986802901586861,1246.59,45.19471097374116
6495870.83159939,6511758.35873335,6015,319.297083786636,541795.424022722,6501378.55608262,0.9965980566950061,1282.86,37.73407478659043
6495870.83159939,6511758.35873335,6265,319.297083790464,541632.389775188,6501568.08136888,0.9914479967672404,1309.76,56.530897746276764
6495870.83159939,6511758.35873335,6515,337.605568463006,541473.170898264,6501760.16352535,0.9946026999508715,1316.38,55.91525373276956
6495870.83159939,6511758.35873335,6765,339.568810409759,541379.862632395,6501992.06883987,0.9882145757398259,1317.74,49.163120324080325
6495870.83159939,6511758.35873335,7015,351.327838009648,541334.4480597529,6502237.20684273,0.9236954794030935,1322.3,61.30326255591948
6495870.83159939,6511758.35873335,7265,351.327838009582,541296.752927776,6502484.34865834,0.909740169714334,1293.44,48.12677425300806
6495870.83159939,6511758.35873335,7515,3.2334612179766,541293.231264063,6502733.64756748,0.8633244558472262,1278.99,46.604183288627645
6495870.83159939,6511758.35873335,7765,3.23346121744385,541307.332412377,6502983.2495659,0.8264167864851469,1236.62,33.23034155707702
6495870.83159939,6511758.35873335,8015,3.51525802145483,541321.490555408,6503232.84820381,0.7520061614815441,1200.92,43.709193540947425
6495870.83159939,6511758.35873335,8265,5.65585143967888,541342.837564731,6503481.8951265,0.7762268662051014,1171.66,35.83942521860528
